text,username,month
@qazi_ji_____ bolero ke wheel covers hain lekin isne  T logo laga diya Tata ki izzat barkarar rakhne ke liye,thegreatindianclassiccars, dec
@patel_raj_kumar if I am not mistaken this is your Sierra,thegreatindianclassiccars, dec
@thegreatindianclassiccars yes this my sierra,patel_raj_kumar, dec
Proud to see my sierra in this post,patel_raj_kumar, dec
@thetatasierra,patel_raj_kumar, dec
@patel_raj_kumar wow very nice,mamtaa_patel10, dec
Why don't you Release Black in Colour!,rohith_kumar_r.k, dec
What are the differences between harrier and sierra?,arun.tm.71, dec
We need Tata Sumo back,akashgowdal15, dec
Hexa also,samlikearts, dec
@traveller_suri bro AWD will come soon as we can guss it is already coming with terrain mode,satyacrt, dec
I have never heard of a tatasierra but I like it only thing I don’t like about the old one is the hubcaps,jamesguillory1776, dec
Im not indian but I really like older Indian cars. Now they look like hot shit.,zerbutter, dec
The og Sierra is the legend and nothing can replace it,jacobvivan, dec
The old one is legend.. the new one is toyish ..,bk._.wildlife, dec
Safari storme,rishabh_rj_69_, dec
Sierra lover ko ek like to milna chahiye from @tatamotorscars @thetatasierra,tare_samarth, dec
Sad to see bolero wheel covers on the OG sierra,123.rishabh, dec
@tare_samarth,yash_chaudhari2004, dec
@123.rishabh brother wo bolero me sierra k wheel cover hai,qazi_ji_____, dec
Truly a legend!,sakeofgood, dec
text,username, dec
Safari is (lobb),_i_adityasoni__, dec
"This is the Best engine. Less noisy, more refine and more powerful",innovative.car, dec
Please announce the price,prajwalbarochiya_, dec
Fuel efficiency,shelton_big_drumz, dec
Poor service customer care very poor my car having noise issue they are not able to fix in 40 days not got any reply from tata official complaint no 5-183999 426341,gaurav.saluja, dec
@tatamotorscars tata zest relaunch button,mr_storme_, dec
text,username, dec
Tata Harrier and Safari Both are premium products from Tata Motors. But Tata Motors should give the Safari a distinct identity to continue its legacy.,mr._kunal_mehra, dec
You need to add the COSMIC GOLD and SUNLIT YELLOW in the Accomplished Ultra and Fearless Ultra respectively! We love the colours and you don't disappoint us! @tatasafariofficial @tataharrier,iam_ron003, dec
When will the bookings open??,_tonyroyal_, dec
Price?,ankush.malhotra.1, dec
Hi Tony! Bookings for the New Safari are now open. Please visit your nearest dealership or our website to reserve yours today - Link in bio!,tatasafariofficial, dec
Good morning @tatasafariofficial @tataharrier and @tatamotorscars actually I what to know what is price of new harrier and safari petrol variant and when will be booking open for public because I'm a fan of safari and harrier and now time came to buy it. Please help me by giving the information,prajwalbarochiya_, dec
WISH YOU A HAPPY AND PROSPEROUS NEW YEAR,manojformerkingofcalicut, dec
Connecting all car app?!,tamil.guna.5, dec
New Harrier aur Safari me engine smooth lagta hai aur driving experience bhi improved hoga i am sure,abhinavreddy889, dec
Top A.I,shelton_big_drumz, dec
@tatamotorscars tata manza relaunch button,mr_storme_, dec
Black wali mene drive kri thi,amanjames007, dec
@shelton_big_drumz bhai real h humne hi drive kri h,amanjames007, dec
"On 16/12/2025 midnight while traveling to Tuljapur, we discovered a check light of TPMS sensor. Even after checking tyre pressure the check light didnt switch off. On 18/12/2025 i rushed to Sudarshan Tata Service Centre, Bhiwandi for the same. I got my car serviced same day.
On 20/12/2025 my brand-new Tata Curvv, purchased on 30th November 2025. It is deeply alarming and unacceptable that a vehicle which is less than 15 days old has already suffered a complete breakdown.
On 20th December 2025, while travelling with my family—including children—in Lonavala, the vehicle suddenly failed to start and displayed a “DCA Fault” warning. As a result, my entire family was stranded on the roadside for nearly 5–6 hours, waiting for assistance from Tata Motors Roadside Assistance.
This incident was extremely distressing, unsafe, and humiliating, especially with children present. What worsened the situation was the highly delayed and unsatisfactory response from the RSA team, which is unacceptable for a brand-new vehicle under warranty.
The car has now been shifted to the nearest authorized Tata Motors service center, however, I wish to clearly state that I am not willing to accept repeated repairs, temporary fixes, or assurances for a vehicle that has failed within days of purchase.
A complete breakdown due to a DCA fault in a 15-day-old car strongly indicates a manufacturing or critical system defect. Such an incident has completely eroded my trust in the safety and reliability of this vehicle.",swastikinfrastructure, dec
text,username, dec
"Beyond Best , Credibly Creative , Desirable Design , Perfect Masterpiece from TATA , proud of INDIA",photo_cratic_partha, dec
Hariier **Love of my life**,mickykatru, dec
"This is best engine, more powerful, more refine and less noisy",innovative.car, dec
Please develop a 2.0L Turbo Petrol iteration of the Hyperion soon,topgcarphile, dec
Very proud of the harrier beast petrol who gave every possibility for everything to travel once again for the trip in reality so the beast gave more than a chance of diesel before so now it's time for the performance of petrol turbocharger of the beast every day and everything !!!,iamsonasman, dec
Grateful for the love,tatasafariofficial, dec
Safari,aryan_haran, dec
Jis din new tata safari me old legend tata storme jaisi power or 4by4 aa jaega us din tata safari ke koi aas pass bhi nahi rahega  please Tata group give 4*4 in the safari,itstushar, dec
We want tata sumo back,gowtham_carlover, dec
Feeling the love,tatasafariofficial, dec
I have altroz cant buy this model  but in future buy soon,vivekdutta5090, dec
Price reveal when?.plz reply,joosadas, dec
"Hopefully, won't run into a gazillion issues including the alternator, pulley etc. And won't break down on the road.",punisher_patriot_04, dec
"@punisher_patriot_04 And I am saving this post. Once cases start piling up, I 'll come back to it.",punisher_patriot_04, dec
"Auto experts ne test karke sahi bola, performance Hyper impressive lag rahi hai",abhinavreddy889, dec
Verdict dekh ke lagta hai Harrier & Safari dono ka engine next level hai,ajaydeshmukh5253, dec
Safari on road ? Expected price?,harish_18_83, dec
"tata motors must produce sumo gold as old model design but in new updated body on frame huge fanbase for old model sumo, Safari, indigo cs by making 5 Star body on frame chassis and design the outer structure as old model",arungtr_053, dec
When will we see the price of the vehicle?,dhimananchal, dec
@wheelocity_bros,wheelocity_bros, dec
"One of the most beautiful car but could you guys please change the look of the steering wheel, old one was much more comfortable and looks nice while driving",sahillsmoke, dec
Wow even better from previous from side,pjrd75153270, dec
Price revealed M,bhanu_nampally, dec
I am eagerly waiting for the car to book one for me any one either harrier or safari,krishnagoud_24, dec
Proud owner of safari,iadarssh, dec
text,username, dec
Killer,sanatan_reel1, dec
Now more spacious for rear seat passenger,innovative.car, dec
The most underrated car of Tata proud to be a owner of the new curv hop we can collab in future,theguywithcurvv, dec
सोयीनुसार किंवा स्वार्थासाठी केलेल्या युतीला नाही तर विकास करणाऱ्यांना माझ्यामध्ये संधी दिली गेली पाहिजे,pardeshi_ghanshyam, dec
"The Car is top notch, but the Luxon service is burying it",a_bh_ijit_h_an_uji_th, dec
I have this from last 1 year and I am loving it,sunilsonalvlogs, dec
Thank you for the compliment.,tatacurvv, dec
kitne ke hai,so.hil5275, dec
"Hi, thank you for reaching out to us. We suggest you visit our website: https://rb.gy/clty82 to get all price related details.",tatacurvv, dec
Cng plz,vxzcunnzx, dec
"Hi, thank you for writing to us. We suggest you visit your nearest Tata Motors dealership to get the best guidance as per your query. To locate your nearest dealer, please click the link here: http://bit.ly/4mtd4eW.",tatacurvv, dec
@tatacurvv when will cng variant will launch,vxzcunnzx, dec
I am in love with this car but it's a request that Tata Curvv deserves a 6-speed automatic torque converter version soon,ujjwal.singh_30, dec
"Duniya shor krti hai khushiyo ke nam par
Ham apna sukoon Curvv ev k cabin me dhoondh lenge.. 
""Hey Tata...""",arvsingh7155, dec
I have tata curvv black,legend_s_pro, dec
"I have been driving this buddy, from the past 1.5 years. It is Amazing to have one",rajashekar_janjarla, dec
text,username, dec
"No matter how high u reach, u will always become a legend of the year for Sierra !!! Prepare the new year party of 2026 to assemble the legend of Sierra to rule out the party !!!!",iamsonasman, dec
Logo design par kam karna chaiye tha,sandip_jagtap_deshmukh, dec
Do you want to promote your new Tata Sierra I am ready to promote your car in Chepeast charges,mr_shuaib_khann, dec
Do you want to promote your new Tata Sierra I am ready to promote your car in Chepeast charges,mr_shuaib_khann, dec
One day I will buy this,mr__insano, dec
@thetatasierra when will you launch dark edition ?,the__evolutionist, dec
@rkm14032003 tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@rao.insta_08 tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@iam_ron003 tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@analystshivam tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@arhaanmirza359 tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@shivakrishnapulsam tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@artistsvrock tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@kunal___37 tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@iamsonasman tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@manojformerkingofcalicut tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@sanatan_reel1 tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@mr__insano tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@amar.hegde_ tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@photo_cratic_partha tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@prerakchaudhari tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@sandip_jagtap_deshmukh tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@saurabh.divase tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@the__evolutionist tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@l___sunil___l tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@_deepak_rao_007 tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@mr_shuaib_khann tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@mr_shuaib_khann tata Sierra Bekar Car Hai,shaikh_mohammad_atif, dec
@shaikh_mohammad_atif apne kaam se kaam rakho. Pucha nahi kisi ne tumse.,iam_ron003, dec
@iam_ron003 tora ma chod de ge mc,shaikh_mohammad_atif, dec
@shaikh_mohammad_atif logon ko reason math do tumhara naam dekh k gaali dene k liye. Zaban sambhal k baat karo km,iam_ron003, dec
@shaikh_mohammad_atif school nhi gye kya kabhi kya acha hain kya bekar ka matlab nahi pata,_deepak_rao_007, dec
Amazing car,jason_jattgill, dec
That’s a whole lot of love - and Sierra deserves every bit of it,thetatasierra, dec
"Sierra in yellow hits different — bold, bright, and iconic.",thetatasierra, dec
Sierra,sanskari.lakshay, dec
"Sierra bilkul right place pe hai, vibes pura on point",vipin.chaudhary12, dec
"Jahan hai, wahan bilkul fit hai no rush, no doubt.",hritikgupt_09, dec
Looking like a wow,autovehicle247, dec
That’s the reaction every legend deserves!  #TataSierra,thetatasierra, dec
Will it come with CNG ??,thee_dynamic_man, dec
sierra paglu,prerakchaudhari, dec
other colours ke bhi image post kro,saurabh.divase, dec
@saurabh.divase That's a flagship color for Sierra Brand.,jdhv_abhi, dec
The Beast with Massive Target  Jai Hind Jai Bharat,photo_cratic_partha, dec
TATA,sanatan_reel1, dec
No1 Car In India,artistsvrock, dec
Where is petrol NA engine car ? It’s been more than 1 month and people yet to see this variant,amar.hegde_, dec
Seems paid reviews and comments,piyush_sachin1489, dec
Fev,l___sunil___l, dec
Design kaafi classy dikh raha hai,kunal___37, dec
Sierra in yellow is like the best thing rn,arhaanmirza359, dec
"@amar.hegde_ Petrol NA ka wait thoda lamba lag raha hai, par Tata usually cheez late laata hai toh perfect laata hai  thoda patience rakho, surprise pakka milega",sanjeevbhatnagar549, dec
text,username, dec
Where is your 1.5 NA revotron .....aisa to nhi vo hadh se jyada lathagic engine ho ?  @thetatasierra  @tatamotorscars,yogeshrohilla200, dec
"Launch another Brand under TATA Motors same like Hyundai launched KIA as Tata motors is now a Big Company another Car Brand will easily gain Recognition and Sales !!! A Humble Opinion from an Honest Customer Sir 
!!",yashbhanushali_08, dec
TATA ALL TiME FAV,sanatan_reel1, dec
Hyperion Turbo GDi engine strong aur impressive lag raha hai,anirudhmalhotra2025, dec
Fuel efficiency,shelton_big_drumz, dec
A.I included,shelton_big_drumz, dec
"@tatamotorscars waiting for perfect sedan like manza,zest",mr_storme_, dec
"Hello Team Tata Motors,
I am a Tata Nexon owner, purchased brand new in August 2022 for approximately ₹12 lakh. My vehicle has been driven only 19,000 km in over three years and has been well maintained.
Recently, when I approached an authorized Tata showroom for an exchange offer to upgrade to a Tata Safari, I was quoted a value of only ₹5.5 lakh. A depreciation of nearly 50% despite such low usage is extremely disappointing and does not reflect the condition or value of my vehicle.
It is concerning that even Tata dealerships do not seem to fairly value Tata’s own products, which raises serious questions about resale assurance and customer retention. As a customer looking to upgrade within the Tata brand, I expected a more reasonable and transparent valuation or a loyalty-based exchange benefit.
I request Tata Motors to kindly review this concern and explain how exchange values are assessed, and whether there are any customer-friendly upgrade or loyalty programs for existing Tata owners.
Looking forward to your response.
Regards,
Abdul Naheem
Tata Nexon Owner",naheem_mallangai, dec
text,username, dec
The most underrated and most stylish and unique car glad to be a owner of the curv,theguywithcurvv, dec
@theguywithcurvv me too I had ev,pin2g_dhantenan, dec
Please launch cng variant,innovative.car, dec
@pin2g_dhantenan glad to hear this,theguywithcurvv, dec
POWERFull TATA,sanatan_reel1, dec
Dreamcar Curvv ev,arvsingh7155, dec
"@theguywithcurvv yeah, a proud one! I have acc. S cosmo gold, and it’s a best decision I’ve taken to choose this beast…",praveen_dethe, dec
@praveen_dethe real,theguywithcurvv, dec
Cng ka batao kb aayega,im.ronak.patel, dec
Please check the dms from my side please please please !!,yashbhanushali_08, dec
Cng plz,vxzcunnzx, dec
@theguywithcurvv me too i have ice version,im_nr_350, dec
PoWERFull TATA,pradeep_kumar_sahani_53, dec
Worst Car Company in the world. Booked a currv on 6th of December. Car is not there for delivery and worst part is their dealer in Ghaziabad SAB Motors are screwing up on regular basis with continously changing delivery dates. Finally would have cancel tomorrow as TATA is not sending any Curvv from plant,the_abrahams_official, dec
Don't buy TATA Curvv if you atleast want a car... All they offer is delivery dates. WORST EXPERIENCE EVER,the_abrahams_official, dec
"My Tata Curvv met with an accident some time ago, after which I claimed insurance. The car was repaired, but even after the repair, the front right tyre is making noise, and the steering nut was also loose. I had to get the steering nut fixed by a local mechanic.
When the car was returned to me after repair, the Tata Service Center Allahabad installed a stepney (spare tyre) on the front right side of my car. When I visited the service center again, they told me that they would deliver my original tyre to my home and that they would fix the noise coming from the front right tyre side.
They worked on the car for almost 6 hours, but the problem was still not resolved. Even though my job card number was first priority, my car was taken inside the workshop only at 2 PM, and still the issue was not fixed.
Till date, my tyre has not been delivered, and when I call the service center, they keep saying that the part has not arrived. My car has been facing this problem since September.
This is the second time I am raising this complaint. If this issue is not resolved, I will be forced to stop trusting Tata Motors. The service experience has been extremely poor and shameful.",_.krishna_jadiya._, dec
Wrost service ever,_.krishna_jadiya._, dec
@the_abrahams_official allright bro,_.krishna_jadiya._, dec
"Hi @the_abrahams_official, we're concerned to hear about the problems you've faced and we'd like to help you with this. Please share your contact number DM, so we can have the relevant team assist you soon.",tatacurvv, dec
"Hi @_.krishna_jadiya._, we never want our customers to have such an experience with us. Please share your contact number via DM, so that our team can connect with you to assist further.",tatacurvv, dec
Does anyone have a battery issue.. car is not starting .. this is second time in a year.. really very frustrated that too got issue on new year day,arhaanth_lavanya, dec
"Hi @arhaanth_lavanya, this is definitely not the experience we want you to have. Please share your contact number, vehicle model and dealer information via DM, and we will quickly get in touch with you to address your concerns and assist you with it.",tatacurvv, dec
"@tatamotorscars waiting for perfect sedan like manza, zest",mr_storme_, dec
text,username, dec
Og sierra,ramgarhia_1771, dec
I have one 2001 beast,ramgarhia_1771, dec
Want automatic amt version,kashyap_sharman, dec
I extend my sincere appreciation to the marketing team for their efforts at this time.,nishaantparmar, dec
I need,sameer_radium_point, dec
Used ti have that yellow Sony Walkman,labur.num, dec
Waiting for Tata nano ev,mayurmadhaviii, dec
Tata nano ev when lounch,alone00001909, dec
Panel gaps,rsrivastav.23, dec
Please check my account,ayesha.khann.official_, dec
Please check my profile,ayesha.khann.official_, dec
Please help me,ayesha.khann.official_, dec
Please check my profile,ayesha.khann.official_, dec
Please help,ayesha.khann.official_, dec
Indian Range Rover!,rohanachrekar, dec
New reel aate hi kami mehsoos hoti hai,_deepak_rao_007, dec
Where are all these ads shot.,nars5, dec
"Hardly any staff in the showroom

I was there for more than 20-25 mins and only the security guard was there just to open the door.

#tatamotors take this seriously
Ur salespersons are least bothered",__shisha____, dec
Sierra ka modern look aur legacy dono saath me feel hota hai,anshulsaxena8940, dec
Sierra me legacy aur modern feel dono perfect match lag rahe hain,dipu.rraval, dec
@labur.num It will soon launch new colors also just wait,shar.majiek, dec
Do you want to promote your new Tata Sierra I am ready to promote your car in Chepeast charges,mr_shuaib_khann, dec
Sierra is setting a whole new benchmark. The real OG is back.,thetatasierra, dec
"Hi Shivam, we never want our customers to have such an experience with us. Please share your contact number and the dealer information with us via DM, so that our team can connect with you to assist further.",tatamotorscars, dec
@thetatasierra May tata group provide 2001 model parts?,ramgarhia_1771, dec
Love the girl model,sweettoothbymeetu, dec
@sweettoothbymeetu,devikamahajan20, dec
Service,letstechtalks, dec
"@tatamotorscars waiting for perfect sedan like manza, zest",mr_storme_, dec
"Hand to hand lene k liye sampark kre 9716630957, No waiting",9716630957ph, dec
text,username, dec
Love @tatasafariofficial @tatamotorscars @ratantata,karnapratap5151, dec
When will nexon get Hyperion engine,surajks4ever, dec
"Unless you have a catch-can type setup, this engine is a money pit and must not even be touched or go near it",wahids45, dec
Connecting all car app?!,tamil.guna.5, dec
"How reliable will it be? Will the alternator belt snap off, like the Diesel versions are facing?",punisher_patriot_04, dec
"Engine powerful bhi hai aur smooth bhi, Tata ne solid kaam kiya hai",daksh.josh654, dec
Quiet petrol engine ke saath Harrier Safari aur premium feel dete hain,esha_nshukla, dec
"Power bhi sahi hai aur awaaz bhi kam, drive aur zyada comfortable lagti hai",prashant.kaurav45, dec
@punisher_patriot_04 It will the the most reliable machine trust me. Diesel version also hasnt got any complaints as of now,vprem.arora, dec
"@surajks4ever Nexon bhi line me khadi hogi  Tata thoda suspense banana pasand karta hai, wait ka maza lo",spiyush.grover, dec
"Hats off tata, but also work on the fit n finish and body paint issues. Just don't sell cars without a PDI check or just putting ""PDI OK"" stickers",tajvirdi13, dec
Price release datee?,aryanrana._01, dec
text,username, dec
Viral ya pin kar do,mohsin226raza, dec
নাইস,ajoydev_11, dec
Every time I see the Legend Sierra fall in love with her,satyacrt, dec
Some legends just have that effect every single time.,thetatasierra, dec
Beach ke waha sierra kaafi solid dikh rahi hai,balramsharma521, dec
text,username, dec
@thetataguy I told 5 kam le and gaadi return le. Dont want tha car. After getting from service i would definitely sell it and go for creta or seltos. Guys go for hyundai and not Tata,darshitjain12, dec
@ptl_yes towing,vaibhav_rajgadhi, dec
"@darshitjain12 very true fact, even if hadn’t bought the curvv, abhi ke scenario mein i would never go for sierra and instead look for seltos, creta or something.",thetataguy, dec
But 18 ki toh meri alto k 10 de ri  . BTW I love Harrier and safari as well  @tatamotorscars,m4._.manjeet_, dec
Best mileage for going to service center tata motors unreliability tata motors rustingtata service center,abhishekreddy_padala, dec
@the_bearded_vegan_  s s..take minimum 1 hr test drive then decide bro...,thalapathy_aloy, dec
Grateful for the love,tatasafariofficial, dec
TATA motors,vanshbhavsarx, dec
"@s.rahil_1806 I know brother, Test and Real conditions have a world of Differences.",imkushagra17, dec
"@thalapathy_aloy sure bro. I drove xuv 700, scorpio n and many others but this is the one found the most suitable. Lets just wait for the upgrade and then i'll finalise",the_bearded_vegan_, dec
@thalapathy_aloy diesel or petrol,_nijab__mhd, dec
Reality 15-16,mahatha.deepak, dec
Un vaiiiii un uruttuuuu soluuuuuuu,aarushr.06, dec
In city ?,akshay_sigroha_12, dec
Even a seltos gives 27kmpl when driven at 90 on an empty highway. This is not a test for real fuel efficiency.,3ncry9t3r, dec
@vaibhav_rajgadhi,stardestroyer.2323, dec
What a false advertisement.,pcnapr, dec
8 se zyada aane nahi wali,archit4k, dec
I have nexon 2022 diesel  - mileage not more than 18.5 ever.,pillu_june_2011, dec
Xuv700 with 5-6kmpl laughing in the corner,jojomoktan94, dec
25.9 kmpl mileage Safari ke liye kaafi impressive hai,omka_rhegde, dec
216 kmph top speed ke saath SUV ka comfort next level hai,ojask.apoor, dec
Safari highway par bahut stable aur smooth drive deti hai,pratikshe_th, dec
Tata SUVs quality aur safety dono mein strong hain,onka.rrathi, dec
"@jay__fataniya ARAI ka matlab hi thoda sapno wala hota hai  real world me sab driving pe aa jata hai, Tata kam se kam numbers chhupa nahi raha",anshtiwari7850, dec
@mahervlogsthehungrybiker Bike aur SUV ko same plate me mat rakho  size ke hisaab se yeh performance kaafi sensible lagti hai,arjunsethi353, dec
Highway pr company 16 ki average claim krti he to 26 ki average kese?,tusharsingla.01, dec
"Customers who buy this car will not drive on NATRAX, do mileage testing in real world condition and show the real figures.",sandeepmz87, dec
When is it launching @tatasafariofficial ?? India is waiting this incredible giants,030323naturz, dec
Tank,dr_pramodblr, dec
Tata moters - ghar me kam workshop me jyada,flying_akshay96, dec
@rocking_artist_yash haa tum toh racing track me chalega isko,flying_akshay96, dec
@arka0057 kaise Maan le. Itna heavy car wo 1.5 petrol. 8-10 max degi ye gaadi,flying_akshay96, dec
Thik Se Dekho meter to sahi hai na kaha 8-10 ka Mileage dene wali gadi 25 ka Mileage degi,aniket_jangde_99, dec
When is the petrol variant releasing ?,niteshnaik03, dec
Great achievement for @tatamotorscars,radhe_radhe_2164, dec
Rusting problem ka kya ????,yashoney_2801, dec
"Hi Yash, we'd like to better understand your concern. Kindly elaborate on it via DM and we'd be glad to help.",tatasafariofficial, dec
@tatasafariofficial to aao fir dm me,yashoney_2801, dec
Faster than sierra wow,sheil_singh, dec
I think city efficiency matters more than a closed loops with constant speed,vehi_scrap, dec
@thetataguy just file a complaint in the consumer court then the service centre will listen,24staeee, dec
@sheil_singh New Tata Sierra's 222 km/h Top Speed,rocking_artist_yash, dec
In reality we dont have these type road which car brands show mileage test,ar.shubham_v1111, dec
Safari Weighing around 1800kgs and that to giving 25kmpl .I got a REPLACEMENT for MY 10 yrs old ZEST .,imkushagra17, dec
"but what mileage will it give on bumpy, patchy roads.....",gopadilip, dec
ROFL meri 650cc Bike Itna Avg Nahi Deti yeah Hathi Kya he Dega,mahervlogsthehungrybiker, dec
Punch facelift version when available,im_singh_sahabb, dec
Fake advertisement maat kro @tatamotorscars yeh star lagake bata rahi ho ARAI claiming milege likho taki coustomer ko leni hai usse sach pata chale ki yeh 11 ko city main degi aur highway pai 16 to 17,jay__fataniya, dec
@tatamotorscars marketing gimmicks,iamarunlalu, dec
Tata Harrier is just Amazing,francaisavecrishabh, dec
At what speed ? 80-90-100 Kmph?,ptl_yes, dec
Maruti ka moye moye ho gaya.,ar.rohanbhardwaj, dec
Stop Capping,theguyw_400z, dec
Ab bolo mahindra waalo...??,beyondyourlimits02, dec
@thalapathy_aloy manual or automatic?,the_bearded_vegan_, dec
@the_bearded_vegan_ manual bro,thalapathy_aloy, dec
@gangurdelalit absolutely bro..,myykanni, dec
@jay__fataniya maan lo. Ye degi to kya bura hai baby,arka0057, dec
"Ok, will try this too then, have been writing hundreds of mails to customer care but no actual support, maybe i should go with consumer court",thetataguy, dec
@thetataguy thats the only option as they are not responding,24staeee, dec
A  always Be  king,a_r_j_u_n3_, dec
Drive on neutral gets 29 kmpl,razalkr, dec
Rate,_surname_is_enough__, dec
"Hi @thetataguy, we apologize for the inconvenience caused. We're getting this checked with our team and we'll get back to you soon with an update.",tatasafariofficial, dec
@gangurdelalit purchase once and you'll be in the service Centre till you sell it . Not even a year old harrier and its in service since past 50 days and yet counting. Dont buy tata @tatamotorscars @tataharrier,darshitjain12, dec
"No matter what, your service centre guys will ruin it.",vellathilaasaan, dec
"@darshitjain12 i so get you man, mine is just a month old and i have been to service centre 4 times now and still problems not resolved",thetataguy, dec
Don't fall for it in real condition it will give max 10-13 in city and max 17-19 in highways,s.rahil_1806, dec
"@vehi_scrap Ikr, this test is done in a closed environment and doesn't really represent real-life scenarios. Also, what's the point of doing high speed in an SUV that's already so high off the ground? I don't get why these Indian manufacturers feel the need to prove everything and spend crores on marketing instead of improving quality checks and service centers. At the end of the day, there's no point if your cars can't keep customers long term. No hate to Tata-I've owned one before-but honestly, I just can't deal with their service centers.",aaatharva_, dec
